Commerce: CC,Commerce: CC type,Commerce: Currency,Commerce: Currency code,Commerce: money,Commerce: money big
3537840756677444,jcb,Franc,XOF,$0.62,$2854802.29
3574733104098203,jcb,Dollar,USD,$1.86,$9027518.92
5610236814898426,bankcard,Ruble,RUB,$5.97,$6355826.04
5355612651666572,mastercard,Euro,EUR,$2.79,$7640908.19
5602227143217743,bankcard,Zloty,PLN,$8.72,$3632302.35
201884292589565,diners-club-enroute,Rupiah,IDR,$9.93,$9112176.04
6759744249234702,switch,Rupiah,IDR,$9.96,$6331744.55
374283921694659,americanexpress,Euro,EUR,$4.44,$6518989.03
3578276043976879,jcb,Yuan Renminbi,CNY,$0.32,$3128341.13
5602222642283999,bankcard,Yuan Renminbi,CNY,$7.86,$7260632.11
5414587801654448,mastercard,Yuan Renminbi,CNY,$1.43,$6305158.41
3528047505658946,jcb,Yuan Renminbi,CNY,$6.42,$4972878.62
4844492361921530,visa-electron,Escudo,CVE,$4.17,$283273.82
30396755111669,diners-club-carte-blanche,Ruble,RUB,$4.40,$5121431.38
6334378146014505,solo,Ruble,RUB,$8.93,$7708670.95
3531732115523391,jcb,Rupiah,IDR,$1.13,$3129875.26
5602217631458313,bankcard,Rupiah,IDR,$6.56,$183250.07
3569799751114491,jcb,Yuan Renminbi,CNY,$5.99,$5774885.90
6759820535191046547,maestro,Yuan Renminbi,CNY,$9.11,$5024556.19
3549618851950221,jcb,Yuan Renminbi,CNY,$8.97,$8949033.53
4508792904262244,visa-electron,Rupiah,IDR,$5.03,$5583050.37
374622826228644,americanexpress,Dollar,USD,$5.20,$8928708.21
6763186140052081434,maestro,Yuan Renminbi,CNY,$8.14,$482567.49
3578303914465889,jcb,Baht,THB,$9.96,$7227911.82
3541996627436230,jcb,Dollar,USD,$2.65,$627149.39
6771419214791316849,laser,Dinar,TND,$5.41,$6628746.89
63044774499364996,maestro,Rupiah,IDR,$5.41,$8818748.88
5360425773668563,mastercard,Ruble,RUB,$9.80,$4996060.63
502078317593514524,maestro,Euro,EUR,$8.77,$6096471.26
30141056361856,diners-club-carte-blanche,Peso,PHP,$4.95,$334264.54
4041598631349,visa,Yen,JPY,$6.59,$2501838.68
3534236022765951,jcb,Euro,EUR,$7.43,$468982.69
3568025356781489,jcb,Dollar,USD,$6.11,$8469203.63
3580810723125591,jcb,Rupiah,IDR,$6.98,$7024758.26
5599048058035036,diners-club-us-ca,Euro,EUR,$2.81,$945197.23
675972560096404534,switch,Zloty,PLN,$0.51,$261507.59
337941298106575,americanexpress,Dollar,USD,$5.17,$9430268.11
3556140779361712,jcb,Rupiah,IDR,$5.96,$4583751.14
6759782524209049,maestro,Dirham,MAD,$2.94,$5220306.11
3565802094169497,jcb,Balboa,PAB,$4.29,$313415.24
3557298011089712,jcb,Som,UZS,$8.23,$4326686.27
4041373415136195,visa,Peso,PHP,$7.25,$6990000.62
3548021638911312,jcb,Yuan Renminbi,CNY,$3.34,$5574328.87
06040038846123882,maestro,Dollar,CAD,$4.61,$2915248.20
3579997277575181,jcb,Rupiah,IDR,$9.88,$4601993.71
3558393703867746,jcb,Dollar,USD,$8.77,$4077783.44
3568995234260825,jcb,Yuan Renminbi,CNY,$3.99,$5676654.01
3574913044968943,jcb,Euro,EUR,$5.58,$1728864.25
3534538563277266,jcb,Peso,PHP,$0.57,$6792577.76
5010124722628158,mastercard,Yuan Renminbi,CNY,$5.20,$877379.99
3540436055604463,jcb,Yuan Renminbi,CNY,$6.18,$4601111.37
30151876395034,diners-club-carte-blanche,Ruble,RUB,$7.76,$3295901.95
30473213402202,diners-club-carte-blanche,Rupiah,IDR,$0.45,$3707025.02
4508912053838889,visa-electron,Euro,EUR,$0.73,$944426.52
3533008879297110,jcb,Krona,SEK,$4.58,$3060836.81
5602247053839765120,china-unionpay,Dollar,USD,$2.22,$777665.41
376299684649449,americanexpress,Yuan Renminbi,CNY,$5.17,$469305.94
3580965588399952,jcb,Real,BRL,$3.15,$241993.39
5602215986263270018,china-unionpay,Yuan Renminbi,CNY,$6.36,$6964259.23
3587175749832452,jcb,Peso,MXN,$3.86,$5958554.86
3583688089602693,jcb,Rupiah,IDR,$2.96,$8735026.15
3580434041627244,jcb,Ruble,RUB,$5.03,$2499239.75
201810307402783,diners-club-enroute,Rupiah,IDR,$5.85,$867622.08
372301630072074,americanexpress,Yuan Renminbi,CNY,$9.97,$5758172.69
3577273668813934,jcb,Sol,PEN,$6.51,$82137.77
67635795095030125,maestro,Riels,KHR,$9.47,$6721993.61
6709740522230350,laser,Franc,KMF,$10.00,$3764798.49
5602216328856649,bankcard,Yuan Renminbi,CNY,$7.31,$2929482.84
5602214356951203336,china-unionpay,Yuan Renminbi,CNY,$0.26,$8078912.87
5100175120970668,mastercard,Tugrik,MNT,$1.31,$3298837.55
30298872903137,diners-club-carte-blanche,Rupiah,IDR,$5.54,$1863231.18
675926435580248514,switch,Dollar,CAD,$1.02,$5457724.99
50387254505346883,maestro,Shilling,KES,$6.17,$9857140.63
3535817106838738,jcb,Peso,MXN,$4.76,$3247927.61
3551272138308087,jcb,Sol,PEN,$7.63,$8714776.83
3589895391707565,jcb,Yuan Renminbi,CNY,$3.74,$9530472.06
6390091466188541,instapayment,Yuan Renminbi,CNY,$2.47,$6846837.50
30227767143889,diners-club-carte-blanche,Euro,EUR,$6.43,$549019.47
3586732293601658,jcb,Real,BRL,$8.16,$8048279.47
3582972042939280,jcb,Yuan Renminbi,CNY,$6.98,$907022.35
3546846315525106,jcb,Euro,EUR,$2.13,$5174648.30
3538180995576563,jcb,Tugrik,MNT,$5.39,$6322053.74
3537084418672515,jcb,Dollar,USD,$7.19,$8871574.69
5020849813744245,maestro,Real,BRL,$9.10,$6806060.85
4903756296794474909,switch,Dollar,USD,$8.81,$2116588.85
3563661475202588,jcb,Dollar,USD,$9.84,$5360646.53
3581372806922674,jcb,Krona,SEK,$3.15,$8507086.10
56022514566807760,china-unionpay,Boliviano,BOB,$5.94,$8124827.64
36712203619521,diners-club-international,Peso,CUP,$3.21,$7900171.27
6390471084727013,instapayment,Zloty,PLN,$0.31,$6030933.39
30599186237090,diners-club-carte-blanche,Dollar,CAD,$1.55,$5596422.17
3531766383613823,jcb,Yuan Renminbi,CNY,$1.36,$1081816.96
3529670253115758,jcb,Won,KRW,$0.59,$2412967.87
3574801402198320,jcb,Yuan Renminbi,CNY,$7.92,$2186510.03
6767956969788834941,solo,Peso,CLP,$6.08,$8026599.34
3550876879321298,jcb,Marka,BAM,$6.86,$5293519.50
6763968796022822,maestro,Rial,IRR,$6.20,$5477297.30
3539369081565239,jcb,Yuan Renminbi,CNY,$6.58,$568175.08
67092851892479829,laser,Rupiah,IDR,$7.24,$1393697.00
3574091440954344,jcb,Yuan Renminbi,CNY,$8.58,$2156400.22
6334878522338444,solo,Euro,EUR,$5.84,$7763397.17
30043740043199,diners-club-carte-blanche,Euro,EUR,$5.06,$4051039.67
3588503380572815,jcb,Rupiah,IDR,$1.22,$1622268.15
630469568748580622,laser,Rupiah,IDR,$2.28,$5944789.93
5362032474461047,mastercard,Euro,EUR,$1.52,$2682116.57
3562225712426409,jcb,Peso,ARS,$5.49,$8528451.37
4913942307000720,visa-electron,Baht,THB,$5.18,$488504.26
3559292909931372,jcb,Ringgit,MYR,$4.71,$2781481.20
5610844828776296,bankcard,Euro,EUR,$9.54,$7556009.53
5602227743711285,bankcard,Rupiah,IDR,$5.43,$3273397.23
676106728454381829,maestro,Euro,EUR,$5.86,$627283.08
5108758376121615,mastercard,Dollar,USD,$8.86,$9594943.69
3555961096448077,jcb,Real,BRL,$2.91,$3347697.11
3542616460430517,jcb,Zloty,PLN,$3.57,$9400211.55
201920593352996,diners-club-enroute,Ringgit,MYR,$8.20,$9913781.11
30193427412645,diners-club-carte-blanche,Yuan Renminbi,CNY,$4.09,$2411531.17
3564248296960807,jcb,Euro,EUR,$6.88,$4360040.09
5020773627014597,maestro,Peso,PHP,$9.91,$8425580.50
30056263229821,diners-club-carte-blanche,Euro,EUR,$9.25,$4397471.59
5294008949787037,mastercard,Peso,PHP,$9.81,$9643371.60
3573068377661630,jcb,Yen,JPY,$0.37,$8104074.19
3565030793884097,jcb,Pound,SSP,$9.22,$5243109.23
3585937513462432,jcb,Baht,THB,$5.16,$5044317.51
377710556109816,americanexpress,Zloty,PLN,$7.00,$5167358.64
201888882385516,diners-club-enroute,Rupiah,IDR,$9.70,$4691770.73
3589053940020037,jcb,Pound,SYP,$7.00,$1713199.87
3589516477821449,jcb,Dollar,CAD,$5.69,$2160720.45
3560942140164996,jcb,Euro,EUR,$0.24,$536960.91
3588697471236494,jcb,Ruble,RUB,$0.10,$4245235.18
3546396425761639,jcb,Krone,NOK,$5.74,$2784837.11
5459654916389983,diners-club-us-ca,Ruble,RUB,$4.98,$9570269.72
6762249738680132961,maestro,Euro,EUR,$7.05,$1311608.61
30420606019051,diners-club-carte-blanche,Ruble,RUB,$9.79,$5464465.85
5602257164964683181,china-unionpay,Yuan Renminbi,CNY,$4.95,$9600001.10
5602238681587827,bankcard,Baht,THB,$4.31,$7269997.18
3538186968665101,jcb,Peso,CUP,$2.52,$559160.02
5279914258160493,mastercard,Ruble,RUB,$0.26,$6539842.04
5530892779239357,diners-club-us-ca,Dollar,USD,$3.70,$3801306.82
6304324134909799,maestro,Dinar,RSD,$8.28,$8384386.79
3578876858456360,jcb,Pula,BWP,$6.46,$3783403.35
5191410786574847,mastercard,Sol,PEN,$7.19,$2599839.56
30558505806829,diners-club-carte-blanche,Peso,MXN,$9.11,$1611782.40
5602243225584595,bankcard,Ruble,RUB,$0.84,$6861120.12
374288603020222,americanexpress,Yuan Renminbi,CNY,$2.92,$7351424.56
3571896729256994,jcb,Rupiah,IDR,$0.81,$230690.91
3547352637820993,jcb,Baht,THB,$2.44,$4318856.39
5179775622052851,mastercard,Rupiah,IDR,$2.66,$4039906.44
3531034955319877,jcb,Zloty,PLN,$7.93,$6113612.36
30149808407828,diners-club-carte-blanche,Yuan Renminbi,CNY,$6.94,$574561.28
4405088831485733,visa-electron,Yuan Renminbi,CNY,$5.07,$9273333.84
3549422809762915,jcb,Yuan Renminbi,CNY,$9.83,$1738383.97
491135278912606713,switch,Taka,BDT,$2.08,$9478189.00
5472621467000551,diners-club-us-ca,Dalasi,GMD,$5.12,$8660680.06
4017957280414115,visa,Peso,PHP,$8.56,$1728756.23
3574583348152484,jcb,Yuan Renminbi,CNY,$2.51,$7711813.45
3534081304722050,jcb,Rupiah,IDR,$5.27,$205212.35
676133826581089922,maestro,Naira,NGN,$8.29,$5891431.43
3545561842788355,jcb,Metical,MZN,$4.12,$7024466.13
3578539538777387,jcb,Real,BRL,$8.69,$2899580.39
3578337498562489,jcb,Dinar,LYD,$0.40,$6218082.68
3559122934097289,jcb,Krona,SEK,$3.10,$576388.62
4041379620224528,visa,Peso,PHP,$8.06,$4691422.32
3574568411966548,jcb,Yuan Renminbi,CNY,$2.80,$6382944.67
3562744021415093,jcb,Baht,THB,$1.50,$4682638.50
201900512004696,diners-club-enroute,Hryvnia,UAH,$4.01,$3556920.92
5610201815373365,bankcard,Quetzal,GTQ,$2.61,$3853697.84
6334609066021031003,solo,Peso,PHP,$5.50,$8971862.11
502028440259357789,maestro,Real,BRL,$3.67,$6382722.20
30422814269114,diners-club-carte-blanche,Naira,NGN,$6.28,$7027978.39
374622728590521,americanexpress,Manat,AZN,$8.52,$5435213.88
30108560303849,diners-club-carte-blanche,Yuan Renminbi,CNY,$0.52,$7066151.90
201854942266195,diners-club-enroute,Rupiah,IDR,$7.05,$9748956.57
3577292575332424,jcb,Yuan Renminbi,CNY,$3.06,$72133.29
560224249358238059,china-unionpay,Peso,PHP,$3.19,$567201.33
30349199912424,diners-club-carte-blanche,Euro,EUR,$9.59,$685544.58
5602216742871398,bankcard,Euro,EUR,$4.80,$9545978.04
30579330366821,diners-club-carte-blanche,Franc,XOF,$8.35,$2446227.85
3584290312697803,jcb,Peso,PHP,$1.36,$3729933.48
3537008075287960,jcb,Yuan Renminbi,CNY,$3.45,$6507620.44
490389290116695280,switch,Peso,ARS,$8.51,$144416.72
5602256386447840,bankcard,Rupiah,IDR,$7.47,$1347561.77
3563861373234002,jcb,Leone,SLL,$4.75,$5512377.65
6382723340660077,instapayment,Yuan Renminbi,CNY,$9.44,$1280902.71
5048378517143643,mastercard,Yuan Renminbi,CNY,$5.69,$6439974.56
4026607946377250,visa-electron,Ruble,RUB,$3.34,$4077364.80
4913732072755479,visa-electron,Boliviano,BOB,$2.84,$3472430.82
374288280747352,americanexpress,Peso,PHP,$0.70,$6657053.68
6381063944393572,instapayment,Rupiah,IDR,$2.35,$1757826.37
3553734837784254,jcb,Hryvnia,UAH,$7.05,$4033296.35
5100139603031323,mastercard,Yuan Renminbi,CNY,$9.54,$7421999.43
3528419025499509,jcb,Rupiah,IDR,$1.05,$5512151.99
4936200322956316936,switch,Euro,EUR,$8.00,$6516521.64
5100143063791319,mastercard,Yuan Renminbi,CNY,$1.15,$2931098.20
201812921393752,diners-club-enroute,Yuan Renminbi,CNY,$1.79,$1739651.97
3531322309500338,jcb,Rupiah,IDR,$4.09,$4701033.84
3561940656861616,jcb,Dinar,TND,$9.68,$3885418.81
4761621704587,visa,Euro,EUR,$1.22,$5839357.74
3560973820969602,jcb,Ruble,RUB,$8.55,$1331880.93
374836445711372,americanexpress,Ringgit,MYR,$2.58,$6176016.04
6767953178512706085,solo,Yuan Renminbi,CNY,$2.75,$5796318.10
201898700870755,diners-club-enroute,Guarani,PYG,$0.77,$1789732.32
4026296623832603,visa-electron,Yuan Renminbi,CNY,$9.39,$2236661.67
3528611232434242,jcb,Yuan Renminbi,CNY,$4.94,$1302506.73
30001659750055,diners-club-carte-blanche,Dinar,RSD,$7.19,$9952076.67
5010125662830167,mastercard,Peso,PHP,$6.37,$7522203.80
633110593576755804,switch,Rupiah,IDR,$4.56,$719890.47
63042681904232530,maestro,Ruble,RUB,$3.69,$7790746.18
4490494933558,visa,Real,BRL,$9.21,$2893981.51
4844755766855317,visa-electron,Peso,PHP,$7.33,$6473231.26
5007664663656846,mastercard,Euro,EUR,$5.69,$143137.58
3579479027376632,jcb,Ruble,RUB,$4.00,$6642957.33
30353764048796,diners-club-carte-blanche,Ruble,RUB,$3.59,$6163657.63
3538873292124646,jcb,Peso,DOP,$4.98,$6174105.48
5602210646251104,bankcard,Yuan Renminbi,CNY,$9.30,$2325419.82
3559308816784686,jcb,Yuan Renminbi,CNY,$6.58,$7352415.85
3589558117914374,jcb,Euro,EUR,$4.34,$9080654.10
50383384515938090,maestro,Yuan Renminbi,CNY,$6.46,$3016324.14
3556161896144666,jcb,Real,BRL,$6.92,$5046149.17
376259967319763,americanexpress,Yuan Renminbi,CNY,$0.63,$468554.06
30344101255079,diners-club-carte-blanche,Rial,IRR,$6.16,$663082.29
3562134997401253,jcb,Rupiah,IDR,$6.48,$1330961.74
5100170680814950,mastercard,Quetzal,GTQ,$8.69,$7407534.27
201631164111964,diners-club-enroute,Rial,YER,$0.03,$8714596.06
4405882322180500,visa-electron,Zloty,PLN,$8.79,$9966084.52
5155578528325118,mastercard,Hryvnia,UAH,$9.65,$8150186.10
201591163861151,diners-club-enroute,Yen,JPY,$2.58,$9535603.81
4913369429133850,visa-electron,Euro,EUR,$1.07,$4933208.32
5610276283315650,bankcard,Shilling,UGX,$1.87,$2027642.43
3563609972907860,jcb,Real,BRL,$5.85,$9540466.73
30413968720093,diners-club-carte-blanche,Ruble,RUB,$1.65,$9701296.88
201596042368401,diners-club-enroute,Cordoba,NIO,$5.99,$1325933.68
5602249833261454063,china-unionpay,Rupiah,IDR,$2.74,$7034975.90
3539471112702656,jcb,Real,BRL,$3.01,$5569629.16
3552996295792548,jcb,Peso,CLP,$7.28,$3693292.71
30142325149213,diners-club-carte-blanche,Rupiah,IDR,$9.27,$745361.85
3554828965586744,jcb,Dirham,MAD,$9.32,$7805252.50
4041592807234,visa,Somoni,TJS,$6.67,$1383308.99
670649250514127941,laser,Ruble,RUB,$0.46,$8293576.58
3588682097154727,jcb,Euro,EUR,$6.84,$5692606.71
3558476812965863,jcb,Euro,EUR,$1.53,$2726070.97
6706044153687332,laser,Ruble,RUB,$1.54,$5157896.45
3567252232419057,jcb,Pound,SYP,$1.68,$3363754.45
4913973733104943,visa-electron,Real,BRL,$3.23,$2396855.33
3548547447620140,jcb,Rupiah,IDR,$2.10,$2559059.41
3562985414179651,jcb,Peso,CLP,$1.71,$811000.72
30003596992808,diners-club-carte-blanche,Yuan Renminbi,CNY,$1.14,$6738358.16
3584097189327418,jcb,Lempira,HNL,$7.88,$6851042.71
676308178321870925,maestro,Rupiah,IDR,$7.86,$1028150.30
50381089074394872,maestro,Krona,SEK,$4.77,$120580.54
4917934945075178,visa-electron,Yen,JPY,$0.27,$1593722.96
5602225617356997,bankcard,Ruble,RUB,$8.92,$5450311.81
5100177187136977,mastercard,Yuan Renminbi,CNY,$7.95,$6661804.28
490326656923542889,switch,Rupee,PKR,$4.58,$833521.05
3544658666994829,jcb,Dong,VND,$7.94,$8679369.40
4041373259772642,visa,Dollar,USD,$6.79,$2311783.90
3574004972159539,jcb,Rupiah,IDR,$3.42,$869484.55
4017958963924412,visa,Euro,EUR,$8.14,$7839699.04
3569797724469745,jcb,Yuan Renminbi,CNY,$5.25,$8533330.16
5252270534822344,mastercard,Kuna,HRK,$6.97,$2783344.51
5602227046580635,bankcard,Yuan Renminbi,CNY,$2.66,$5376202.44
5602248984852380,bankcard,Yuan Renminbi,CNY,$5.86,$9515610.03
3546552536019123,jcb,Yuan Renminbi,CNY,$2.48,$3427081.25
3557120741800806,jcb,Yuan Renminbi,CNY,$2.06,$5764683.42
3575219731647728,jcb,Ruble,BYR,$7.49,$135559.37
3530040064467847,jcb,Rupiah,IDR,$7.97,$5259981.56
5002358013457485,mastercard,Peso,PHP,$5.69,$1658306.95
5020809066521633,maestro,Rupiah,IDR,$7.35,$8734055.27
633110005984260145,switch,Peso,PHP,$9.10,$4841710.38
4936093401324674,switch,Zloty,PLN,$7.39,$6890124.37
633429309017479698,solo,Peso,COP,$5.27,$7424153.55
5343448735621621,mastercard,Real,BRL,$4.96,$2637720.90
4913150428336326,visa-electron,Marka,BAM,$3.50,$9222871.32
675960012992052649,maestro,Dinar,LYD,$9.36,$2994418.08
344646432445281,americanexpress,Dollar,NAD,$4.48,$394630.03
5100175335832034,mastercard,Hryvnia,UAH,$5.32,$1723253.32
30117969383724,diners-club-carte-blanche,Bolivar,VEF,$9.50,$1172962.97
5610468872396262,bankcard,Peso,PHP,$4.34,$3804626.43
490368456402962685,switch,Peso,PHP,$6.32,$9967554.50
5100174752821679,mastercard,Naira,NGN,$9.35,$3018686.50
3529745497981684,jcb,Zloty,PLN,$9.77,$7617347.08
30075251332744,diners-club-carte-blanche,Franc,XAF,$9.69,$7962153.85
675990361102613301,switch,Yuan Renminbi,CNY,$0.04,$2421394.72
3533933366832121,jcb,Ruble,RUB,$9.04,$2873452.56
5100146940918278,mastercard,Yuan Renminbi,CNY,$2.47,$5169926.82
4041374532257237,visa,Peso,PHP,$4.41,$3490351.50
3563968253140736,jcb,Real,BRL,$8.75,$1021584.57
3538659950580025,jcb,Sol,PEN,$7.08,$7977376.74
67090138914191075,laser,Dong,VND,$0.31,$1151308.11
4026698144221036,visa-electron,Tugrik,MNT,$1.32,$8370993.91
5469890634166679,mastercard,Dollar,USD,$4.72,$5815511.24
3553799423370206,jcb,Hryvnia,UAH,$4.41,$9457281.85
3572251137413358,jcb,Ruble,RUB,$8.60,$3615827.18
3567814178175975,jcb,Euro,EUR,$7.12,$4103485.39
374622917869454,americanexpress,Hryvnia,UAH,$7.14,$1238859.82
5007662218970464,mastercard,Yuan Renminbi,CNY,$4.51,$1615596.31
493601131117359870,switch,Rupiah,IDR,$4.67,$695730.24
5100143287440842,mastercard,Krona,SEK,$4.55,$6911105.90
3557164196375534,jcb,Yuan Renminbi,CNY,$3.29,$260022.63
4913897832610056,visa-electron,Ruble,RUB,$7.62,$2738714.86
3584944900270908,jcb,Euro,EUR,$0.01,$9826092.01
3571386203079625,jcb,Lempira,HNL,$7.59,$8560469.57
3587931344389227,jcb,Yuan Renminbi,CNY,$5.72,$3927365.66
3545609540265208,jcb,Boliviano,BOB,$0.47,$4163408.18
3534315189887764,jcb,Euro,EUR,$1.96,$9843237.87
5504751962851182,diners-club-us-ca,Rupiah,IDR,$7.20,$2506237.78
3585781067062531,jcb,Dollar,CAD,$1.56,$2147192.70
491157426138910178,switch,Euro,EUR,$2.02,$3731880.83
5602234930957903,bankcard,Birr,ETB,$3.84,$4919451.96
4175006056753096,visa-electron,Yuan Renminbi,CNY,$4.14,$4139065.79
3528233828839963,jcb,Real,BRL,$7.36,$6403294.99
3535326378727033,jcb,Yuan Renminbi,CNY,$6.42,$1387793.37
3564448534809358,jcb,Yuan Renminbi,CNY,$0.89,$6317013.43
4041591351410916,visa,Yuan Renminbi,CNY,$7.47,$6818217.69
5505771427972992,mastercard,Peso,MXN,$8.90,$4241847.77
3570828888946439,jcb,Zloty,PLN,$9.48,$942626.71
5048374017311749,mastercard,Rupiah,IDR,$6.68,$6868889.01
5010128329336081,mastercard,Dollar,CAD,$2.74,$9400579.26
5568699504381353,mastercard,Koruna,CZK,$0.48,$9188859.90
6331107588234633,switch,Euro,EUR,$4.06,$831518.44
6767887563562636293,solo,Ringgit,MYR,$7.93,$5747753.98
50180244841571590,maestro,Pound,EGP,$2.18,$8717770.47
3571674466839979,jcb,Franc,XOF,$7.44,$803287.36
5641827679994779716,switch,Euro,EUR,$1.97,$552877.58
3566653527114504,jcb,Peso,CUP,$8.30,$3568902.90
3547023716122706,jcb,Naira,NGN,$4.88,$3032052.75
3542013316174723,jcb,Peso,PHP,$3.11,$7621715.20
5602246215099011,bankcard,Ruble,BYR,$7.75,$1693951.49
374288812947066,americanexpress,Zloty,PLN,$6.80,$5375121.94
3575395140903553,jcb,Krona,SEK,$6.75,$3700519.39
3544984527837951,jcb,Yuan Renminbi,CNY,$2.32,$2299622.47
3548468935841249,jcb,Manat,AZN,$3.07,$3411892.70
3529618380348834,jcb,Peso,DOP,$5.67,$9543188.04
5048375897824123,mastercard,Peso,PHP,$0.72,$2662017.93
5602225696277858,bankcard,Rupiah,IDR,$8.44,$5451099.86
5100135362626287,mastercard,Euro,EUR,$7.46,$6851442.19
3556609488995812,jcb,Euro,EUR,$1.36,$8815364.03
560221249775433112,china-unionpay,Naira,NGN,$8.10,$547521.26
3548283724837039,jcb,Taka,BDT,$7.10,$8959222.01
3577566872123226,jcb,Won,KPW,$5.26,$4913966.77
201626677566076,diners-club-enroute,Krone,NOK,$1.35,$9446114.57
3554781669843475,jcb,Rupiah,IDR,$9.99,$3037511.21
3581852889084211,jcb,Real,BRL,$9.57,$6592871.99
3563207557783788,jcb,Tugrik,MNT,$6.99,$5472663.12
4041596775623960,visa,Yen,JPY,$1.86,$2799581.39
30345607192906,diners-club-carte-blanche,Franc,XAF,$4.18,$6449056.14
3530860260734504,jcb,Koruna,CZK,$2.86,$402403.25
3543992874819010,jcb,Yen,JPY,$8.90,$7474375.00
6304568937655236245,laser,Kyat,MMK,$1.99,$4118214.49
3551870112148526,jcb,Yuan Renminbi,CNY,$7.31,$2419887.61
3584446142169781,jcb,Franc,XOF,$4.06,$1616600.16
3565889400868797,jcb,Rupiah,IDR,$0.46,$8119594.12
633110485215103589,switch,Yuan Renminbi,CNY,$9.22,$3125356.66
3546472485479006,jcb,Tenge,KZT,$8.10,$6420061.43
5602224795942180533,china-unionpay,Peso,PHP,$8.10,$4179234.33
4017959528639,visa,Rial,IRR,$5.36,$5462832.56
374283060175874,americanexpress,Rupiah,IDR,$0.37,$3419482.66
3543264432494946,jcb,Shilling,SOS,$7.02,$3641265.69
3573624926869619,jcb,Ruble,RUB,$5.44,$5590375.03
5100149168174582,mastercard,Real,BRL,$9.79,$6142850.39
3538385339031064,jcb,Cedi,GHS,$1.10,$1808456.75
30394679350539,diners-club-carte-blanche,Euro,EUR,$9.47,$9476828.10
372062245612247,americanexpress,Euro,EUR,$4.09,$6578786.65
30159936208261,diners-club-carte-blanche,Baht,THB,$8.85,$2166502.74
3566445115438423,jcb,Ruble,BYR,$2.13,$8140889.40
3532445385043383,jcb,Rupiah,IDR,$0.47,$4514640.99
560221240946866611,china-unionpay,Ruble,RUB,$3.44,$1509568.16
3568507227374917,jcb,Euro,EUR,$5.48,$620972.76
5048376345635665,mastercard,Dollar,USD,$7.88,$8625749.91
5602210469827857,china-unionpay,Dollar,NZD,$2.14,$6614059.38
3564327777255323,jcb,Real,BRL,$6.73,$6526538.75
5108759981982482,mastercard,Rupiah,IDR,$7.26,$9200213.74
4017950266216919,visa,Peso,PHP,$3.30,$1179348.84
3578628277599860,jcb,Euro,EUR,$6.46,$4564275.63
5893583746573606668,maestro,Euro,EUR,$9.90,$356406.52
5119351795077902,mastercard,Rupiah,IDR,$4.68,$4248863.99
3539170942032579,jcb,Koruna,CZK,$7.31,$6508650.95
374288019107704,americanexpress,Tenge,KZT,$9.11,$3811660.57
676264565184050490,maestro,Yuan Renminbi,CNY,$8.60,$794525.12
5150184716586598,mastercard,Rupiah,IDR,$2.20,$2917081.80
5599394499032996,mastercard,Yuan Renminbi,CNY,$9.67,$1093070.68
5602259686250971,bankcard,Hryvnia,UAH,$7.29,$4842319.92
675981560405073565,switch,Naira,NGN,$6.37,$6490977.60
63045013932774233,maestro,Ruble,RUB,$9.18,$3440985.30
3553190706325689,jcb,Lek,ALL,$5.18,$4376803.45
56022524058960431,china-unionpay,Yuan Renminbi,CNY,$0.31,$5283625.77
3587812054160117,jcb,Rupiah,IDR,$2.81,$860384.62
3588259571435185,jcb,Yuan Renminbi,CNY,$6.98,$539922.09
3550768371048554,jcb,Franc,DJF,$0.67,$8105015.18
3570535895946076,jcb,Naira,NGN,$1.50,$7776864.77
36628627406354,diners-club-international,Yuan Renminbi,CNY,$6.58,$6565592.98
3551444912723175,jcb,Peso,PHP,$3.50,$8400632.82
3570320986627335,jcb,Krona,SEK,$8.00,$3014257.08
4917742257914730,visa-electron,Rupiah,IDR,$0.65,$3256338.95
201890592871991,diners-club-enroute,Rupiah,IDR,$0.98,$2884450.55
201516521317620,diners-club-enroute,Sol,PEN,$7.50,$7522638.61
3561250847449747,jcb,Rupiah,IDR,$1.11,$3805471.48
3572495898699024,jcb,Euro,EUR,$2.28,$2572974.86
4026323050006244,visa-electron,Yuan Renminbi,CNY,$4.82,$8054586.41
4913928660638230,visa-electron,Euro,EUR,$7.04,$356165.57
5470691127910434,diners-club-us-ca,Rupiah,IDR,$2.55,$154928.55
6771276227819265,laser,Rupiah,IDR,$3.75,$9770868.23
3589090580164378,jcb,Manat,AZN,$3.13,$8698288.99
3542920951212552,jcb,Yuan Renminbi,CNY,$5.48,$9420636.54
3585452838966687,jcb,Dirham,MAD,$7.92,$2255035.57
3530642298454416,jcb,Yuan Renminbi,CNY,$6.98,$3900602.57
3576262163836210,jcb,Yuan Renminbi,CNY,$6.75,$3211687.79
3576431199243416,jcb,Yuan Renminbi,CNY,$1.41,$4750579.98
5100147826341833,mastercard,Yen,JPY,$8.74,$2502763.78
5187808675798086,mastercard,Ringgit,MYR,$3.72,$1237347.91
677164154049602032,laser,Tenge,KZT,$3.96,$1106562.61
5010127059055283,mastercard,Real,BRL,$8.81,$3927196.36
5893013937156422,maestro,Birr,ETB,$5.94,$8342657.54
4844868444137675,visa-electron,Dong,VND,$0.73,$3999140.57
3560958407279582,jcb,Koruna,CZK,$3.84,$7332651.40
3577623351951088,jcb,Rupiah,IDR,$2.81,$4261858.90
374622557181467,americanexpress,Rupiah,IDR,$5.08,$4858363.73
